NOMEEMPRESA,PORTE,MEI,CNPJ,DS_LOGRADOURO,DS_NUMERO,DS_COMPLEMENTO,NO_BAIRRO,NR_CEP,NO_MUNICIPIO,DS_ATIVIDADE
NAME00007831,ME,,36408656783100,R JOAO BIGOSSI,39,LOJA,ITAPEBUSSU,29210150.0,GUARAPARI,"COMÉRCIO VAREJISTA DE ARTIGOS DE CAÇA, PESCA E CAMPING"
NAME00007832,ME,,36408656783200,AVENIDA DUARTE LEMOS,110,LOJA 01,VILA RUBIM,29020140.0,VITÓRIA,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO
NAME00007833,ME,,36408656783300,ROD SERAFIM DERENZE,12,LOJA 04,SAO CRISTOVAO,29000000.0,VITÓRIA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007834,ME,N,36408656783400,RUA CARLOS MARTINS,1170,LOJA 01 E 1180 LJ 09,JARDIM CAMBURI,29090060.0,VITÓRIA,RESTAURANTES E SIMILARES
NAME00007835,ME,,36408656783500,AV HUMBERTO DONATO,S/N,,NOVO HORIZONTE,29960000.0,CONCEIÇÃO DA BARRA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00007836,ME,,36408656783600,RUA PRESIDENTE CASTELO BRANCO,S/N,,CRISTAL DO NORTE,29970000.0,PEDRO CANÁRIO,PRODUÇÃO TEATRAL
NAME00007837,ME,,36408656783700,AV DR MARIO VELLO SILVARES,135,,CENTRO,29960000.0,CONCEIÇÃO DA BARRA,RESTAURANTES E SIMILARES
NAME00007838,ME,,36408656783800,RUA BOGOTA,91,LOJA A,ARACAS,29103560.0,VILA VELHA,"FABRICAÇÃO DE ACESSÓRIOS DO VESTUÁRIO, EXCETO PARA SEGURANÇA E PROTEÇÃO"
NAME00007839,ME,,36408656783900,RUA VIETNA,13,QUADRA 36 SETOR ASIA,CIDADE CONTINENTAL,29160000.0,SERRA,FABRICAÇÃO DE CALÇADOS DE MATERIAIS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00007840,ME,,36408656784000,RUA SAO LUIZ,9,,IBES,29108000.0,VILA VELHA,CONFECÇÃO DE ROUPAS ÍNTIMAS
NAME00007841,EPP,N,36408656784100,AVENIDA CENTRAL,257,LOJA 01,PARQUE RESIDENCIAL LARANJEIRAS,29165130.0,SERRA,COMÉRCIO VAREJISTA DE ARTIGOS ESPORTIVOS
NAME00007842,ME,,36408656784200,RUA VITORIA,S/N,,CENTRO,29345000.0,MARATAÍZES,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007843,ME,,36408656784300,AV SANTA LEOPOLDINA,1520,LOJA 01,COQUEIRAL DE ITAPARICA,29102040.0,VILA VELHA,LAVANDERIAS
NAME00007844,ME,,36408656784400,PRACA ADERBAL GALVAO,S/N,,CENTRO,29600000.0,AFONSO CLÁUDIO,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
NAME00007845,ME,,36408656784500,RUA JOSE CARNETI,172,LOJA,MUQUICABA,29215320.0,GUARAPARI,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA
NAME00007846,ME,,36408656784600,RUA PROJETADA,S/N,,BOM DESTINO,29280000.0,ICONHA,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
NAME00007847,ME,,36408656784700,RUA MUNIZ FREIRE,S/N,,CENTRO,29280000.0,ICONHA,COMÉRCIO VAREJISTA DE TECIDOS
NAME00007848,ME,,36408656784800,RUA GETULIO VARGAS,190,LOJA 08,GLORIA,29122030.0,VILA VELHA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007849,ME,S,36408656784900,AVENIDA PAULINO MULLER,938,,JUCUTUQUARA,29040715.0,VITÓRIA,"ALUGUEL DE FITAS DE VÍDEO, DVDS E SIMILARES"
NAME00007850,EPP,N,36408656785000,RUA PITAGORAS,126,,PARQUE RESIDENCIAL LARANJEIRAS,29165170.0,SERRA,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA
NAME00007851,ME,N,36408656785100,RUA LEONÍDIO PEREIRA,61A,,SANTA LÚCIA,29056320.0,VITÓRIA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS
NAME00007852,ME,N,36408656785200,RUA FRANCISCO VIEIRA PASSOS,120,,MUQUIÇABA,29215440.0,GUARAPARI,COMÉRCIO VAREJISTA DE ARTIGOS DE JOALHERIA
NAME00007853,EPP,N,36408656785300,RUA DOM JOSE DALVIT,164,,CENTRO,29845000.0,BOA ESPERANÇA,COMÉRCIO VAREJISTA DE MÓVEIS
NAME00007854,ME,,36408656785400,RUA CAMALDULENCIS,18,,BAIRRO DO COQUEIRAL,29195000.0,ARACRUZ,OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO NÃO ESPECIFICADAS ANTERIORMENTE
NAME00007855,ME,,36408656785500,PRACA RUY BARBOSA,S/N,EST RODOVIARIA,CENTRO,29500000.0,ALEGRE,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
NAME00007856,ME,N,36408656785600,PRACA JAIR CAETANO,26,,VILA DO SUL,29500000.0,ALEGRE,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007857,ME,,36408656785700,AVENIDA PRESIDENTE VARGAS,611,,Centro,29680000.0,JOÃO NEIVA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007858,ME,,36408656785800,RUA RONILSON RODRIGUES,14,14/16,MONTE CRISTO,29312051.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007859,ME,,36408656785900,AV. PREFEITO JOSE DE VARGAS SCHERRER,1962,LOJA 03,JARDIM MAILY,29285000.0,PIÚMA,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA
NAME00007860,ME,,36408656786000,RUA MATO GROSSO,105,A,ARRAIAS,29345000.0,MARATAÍZES,COMÉRCIO VAREJISTA DE MÓVEIS
NAME00007861,ME,,36408656786100,RUA CARLOS XAVIER,SN,FONE 5621184,CENTRO,29460000.0,BOM JESUS DO NORTE,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00007862,ME,S,36408656786200,RUA MANOEL FELIPE SOBRINHO,21,,MONTE CRISTO,29312110.0,CACHOEIRO DE ITAPEMIRIM,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00007863,ME,,36408656786300,RUA FIORAVANTE ROSSI,2204,TEL 3723 5167,HONORIO FRAGA,29704410.0,COLATINA,RECONDICIONAMENTO E RECUPERAÇÃO DE MOTORES PARA VEÍCULOS AUTOMOTORES
NAME00007864,EPP,,36408656786400,RUA JOSE MARTINS DA SILVA,310,A,BOA FE,29600000.0,AFONSO CLÁUDIO,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00007865,ME,N,36408656786500,AVENIDA LEITÃO DA SILVA,3329,,ANDORINHAS,29045115.0,VITÓRIA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO ELÉTRICA DE VEÍCULOS AUTOMOTORES
NAME00007866,ME,,36408656786600,RUA SOL ANTONIO FARIAS,23,FONE - 2228454,PARQUE MOSCOSO,29000000.0,VITÓRIA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007867,ME,,36408656786700,AV RIO MARINHO,27,TERREO FONE 3266475,EL DOURADO,29160290.0,SERRA,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
NAME00007868,ME,,36408656786800,RODOVIA SERAFIM DERENZI,4011,FODNE  2232532,SAO PEDRO I,29030001.0,VITÓRIA,COMÉRCIO VAREJISTA DE MÓVEIS
NAME00007869,ME,,36408656786900,RUA FELIPE CAMARAO,28,FONE  2297677,SANTA INES,29108070.0,VILA VELHA,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00007870,ME,,36408656787000,AV NESTOR GOMES,217,FONE 2260077,CENTRO,,VITÓRIA,RESTAURANTES E SIMILARES
NAME00007871,ME,N,36408656787100,AVENIDA PREFEITO MANOEL SALUSTIANO DE SOUZA,204,,NOVO HORIZONTE,29902050.0,LINHARES,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP)
NAME00007872,EPP,,36408656787200,R MONSENHOR PEDRINHA,1441,LOJA: 01;,CENTRO,29900158.0,LINHARES,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007873,ME,,36408656787300,RUA JOAO SASSO,206,LOJA A,SAO GERALDO,29314650.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00007874,ME,,36408656787400,RUA ALMEIDA SOUZA,108,B,BRASILIA,29890000.0,MONTANHA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00007875,ME,,36408656787500,ROD. BR 101 NORTE,S/N,KM 140,CANIVETE,29900970.0,LINHARES,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007876,ME,N,36408656787600,AVENIDA NOGUEIRA DA GAMA,1318,,CENTRO,29900040.0,LINHARES,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO
NAME00007877,ME,,36408656787700,AV. NOSSA SENHORA DA CONSOLACAO,53,,VILA RICA,29301080.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES
NAME00007878,ME,,36408656787800,RUA ELIZEU DIVINO,123,,CENTRO,29800000.0,BARRA DE SÃO FRANCISCO,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00007879,ME,,36408656787900,RUA ANTONIO NUNES SIQUEIRA,199,,HONORIO FRAGA,29704363.0,COLATINA,"CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFECCIONADAS SOB MEDIDA"
NAME00007880,ME,N,36408656788000,RUA Otávio Manhães de Andrade,45,LOJA A;,Centro,29200450.0,GUARAPARI,COMÉRCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITÁRIOS
NAME00007881,ME,,36408656788100,AV CAMPO GRANDE,9,LOJA A,CAMPO GRANDE,29146300.0,CARIACICA,ATIVIDADES DE GRAVAÇÃO DE SOM E DE EDIÇÃO DE MÚSICA
NAME00007882,ME,,36408656788200,RUA SAO JORGE,56,LOJA B,ITACIBA,29150140.0,CARIACICA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00007883,ME,,36408656788300,RUA SERGIPE,172,1 ANDAR,MUQUICABA,29200000.0,GUARAPARI,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00007884,ME,,36408656788400,RUA 42,50,,SANTA MONICA,29105190.0,VILA VELHA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00007885,ME,,36408656788500,RUA MANOEL LINO BANDEIRA,486,FUNDOS,MUQUICABA,29200000.0,GUARAPARI,COMÉRCIO VAREJISTA DE JORNAIS E REVISTAS
NAME00007886,ME,,36408656788600,RUA TIE,20,LOJA: 01;,SERRA DOURADA III,29171458.0,SERRA,RESTAURANTES E SIMILARES
NAME00007887,ME,N,36408656788700,RUA JOSE CUPERTINO,76,,CENTRO,29600000.0,AFONSO CLÁUDIO,REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO
NAME00007888,ME,,36408656788800,RUA CLAUDIO COUTINHO,58,TERREO,JARDIM LIMOEIRO,29164074.0,SERRA,COMÉRCIO VAREJISTA DE OUTROS ARTIGOS USADOS
NAME00007889,ME,N,36408656788900,R PRINCIPAL,S/N,,PEDRA MENINA,29580000.0,DORES DO RIO PRETO,COMÉRCIO VAREJISTA DE CALÇADOS
NAME00007890,ME,N,36408656789000,RUA AFONSO CLÁUDIO,69,,TERRA VERMELHA,29127210.0,VILA VELHA,ATIVIDADES DE CONDICIONAMENTO FÍSICO
NAME00007891,ME,S,36408656789100,RUA DOMINGOS DE OLIVEIRA RIOS,324,,BOA VISTA,29931410.0,SÃO MATEUS,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00007892,ME,N,36408656789200,RUA MANOEL FREIRE CORREA,S/N,,PARQUE GRAMADO,29143130.0,CARIACICA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00007893,ME,,36408656789300,RUA MAHATMA GANDHI,501,,IBES,29108530.0,VILA VELHA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES
NAME00007894,ME,,36408656789400,RUA CORONEL PEDRO MAIA DE CARVALHO,358,LOJA 03,PARQUE DAS GAIVOTAS,29102570.0,VILA VELHA,COMÉRCIO VAREJISTA DE BEBIDAS
NAME00007895,EPP,N,36408656789500,RODOVIA BR 484 KM 01,SN,,JOAO MARCELINO FREIRE,29470000.0,SÃO JOSÉ DO CALÇADO,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES
NAME00007896,ME,N,36408656789600,AVENIDA GOVERNADOR LACERDA DE AGUIAR,744,,CENTRO,29845000.0,BOA ESPERANÇA,COM	RCIO A VAREJO DE PEAS E ACESSRIOS PARA MOTOCICLETAS E MOTONETAS
NAME00007897,ME,,36408656789700,RUA SAO JOSE DOS CALCADOS,147,TERREO,VILA CAPIXABA,29148240.0,CARIACICA,RESTAURANTES E SIMILARES
NAME00007898,ME,,36408656789800,AV DAS GAIVOTAS,1,QUADRA07,RESIDENCIAL GAIVOTAS,29905690.0,LINHARES,TRANSPORTE ESCOLAR
NAME00007899,ME,,36408656789900,AVENIDA NOVE DE AGOSTO,2378,,CENTRO,29950000.0,JAGUARÉ,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA
NAME00007900,ME,,36408656790000,RUA Dez,202,SALA 01;,Jardim Bela Vista,29177480.0,SERRA,CONSTRUÇÃO DE EDIFÍCIOS
NAME00007901,ME,,36408656790100,RUA UM,70,2º ANDAR,MARINGA,29168316.0,SERRA,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
NAME00007902,ME,,36408656790200,RUA ELSON PINTO DE ALMEIDA,96,,PRAIA DAS GAIVOTAS,29102577.0,VILA VELHA,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA"
NAME00007903,ME,N,36408656790300,RUA GUERINO MENEGATTI,267,TERREO ,SÃO SILVANO,29703174.0,COLATINA,EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS-GRADUAÇÃO
NAME00007904,EPP,,36408656790400,AVENIDA CENTRAL,1403,SALA 305,PARQUE RESIDENCIAL LARANJEIRAS,29165130.0,SERRA,"INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DIVISÓRIAS E ARMÁRIOS EMBUTIDOS DE QUALQUER MATERIAL"
NAME00007905,ME,,36408656790500,RUA VITORIA DA CONQUISTA,119,,BARCELONA,29170110.0,SERRA,"ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS, EXCETO AÉREA E SUBMARINA"
NAME00007906,ME,,36408656790600,RUA ANTONIO PINTO DE AGUIAR,213,,MARIO CYPRESTE,29027200.0,VITÓRIA,COMÉRCIO VAREJISTA DE BEBIDAS
NAME00007907,ME,,36408656790700,RODOVIA CARLOS LINDEMBERG,1537,,IPESSA,29117310.0,VILA VELHA,RESTAURANTES E SIMILARES
NAME00007908,ME,,36408656790800,AV HUGO MUSSO,33,SHOPPING CARTIER PLAZA 1 PISO LOJA 06,PRAIA DA COSTA,29101280.0,VILA VELHA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007909,ME,,36408656790900,PRACA DANIEL ACIOLI,208,,MARUIPE,29043460.0,VITÓRIA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007910,ME,,36408656791000,AVENIDA  VITORIA,S/N,,VILA NOVA,29930000.0,SÃO MATEUS,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP)
NAME00007911,ME,,36408656791100,RUA GAMA,2,LOJA,SAGRADA FAMILIA,29116830.0,VILA VELHA,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP)
NAME00007912,ME,N,36408656791200,ROD SERAFIM DERENZI,3836,LOJA: 01;,SANTOS REIS,29033335.0,VITÓRIA,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL"
NAME00007913,ME,,36408656791300,AV SANTA LEOPOLDINA,1375,SALA 107,COQUEIRAL DE ITAPARICA,29102385.0,VILA VELHA,CORRETAGEM NA COMPRA E VENDA E AVALIAÇÃO DE IMÓVEIS
NAME00007914,ME,N,36408656791400,RUA JOSE TEIXEIRA,607C,LOJA 02,SANTA LUCIA,29056035.0,VITÓRIA,COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00007915,ME,,36408656791500,AV. VANANCIO FLORES,2441,LOJA 1,VILA NOVA,29194584.0,ARACRUZ,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007916,ME,N,36408656791600,AVENIDA CRISTIANO DIAS LOPES FILHO,2204,,BARRA DO ITAPEMIRIM,29345000.0,MARATAÍZES,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007917,ME,,36408656791700,RUA EDIZIO CIRNE,S/N,PRAIA DOS MAMORADOS,Centro,29200000.0,GUARAPARI,RESTAURANTES E SIMILARES
NAME00007918,ME,,36408656791800,RUA OTACILIO JOSE SILVEIRA,20,,BAIMINAS,29315150.0,CACHOEIRO DE ITAPEMIRIM,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00007919,ME,,36408656791900,RUA DR JOSE MONTEIRO DA SILVA,690,,PRATINHA,29400000.0,MIMOSO DO SUL,COM	RCIO A VAREJO DE PEAS E ACESSRIOS PARA MOTOCICLETAS E MOTONETAS
NAME00007920,ME,,36408656792000,RUA VEREADOR ALACY COSTA,284,B,CENTRO,29800000.0,BARRA DE SÃO FRANCISCO,ATIVIDADES FUNERÁRIAS E SERVIÇOS RELACIONADOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00007921,ME,,36408656792100,AVENIDA 13 DE MAIO,495,,CENTRO,29750000.0,PANCAS,RESTAURANTES E SIMILARES
NAME00007922,ME,N,36408656792200,RUA RUY BRAGA RIBEIRO,934,,SANTA INES,29108041.0,VILA VELHA,COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
NAME00007923,EPP,,36408656792300,AVENIDA LUIZ THEODORO MUSO,524,,DE CARLI,29194004.0,ARACRUZ,COMÉRCIO ATACADISTA DE FERRAGENS E FERRAMENTAS
NAME00007924,ME,,36408656792400,BR 262 KM 177,S/N,AGUA POTAVEL,SEDE,29395000.0,IBATIBA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007925,ME,,36408656792500,AV DR VALERIO,S/N,,CENTRO,29785000.0,VILA VALÉRIO,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO
NAME00007926,ME,,36408656792600,RUA ACRE,162,TERREO,BEIRA RIO,29830000.0,NOVA VENÉCIA,COM	RCIO A VAREJO DE PEAS E ACESSRIOS PARA MOTOCICLETAS E MOTONETAS
NAME00007927,ME,N,36408656792700,RUA ANGELO MARIA MIGNONE,17,SALA 01,INDEPENDENCIA,29306410.0,CACHOEIRO DE ITAPEMIRIM,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO"
NAME00007928,ME,,36408656792800,RUA JONAS R ABREU,26,,SAO LUIZ GONZAGA,29305580.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE BEBIDAS
NAME00007929,ME,,36408656792900,RUA CAPITAO DESLANDES,19,LOJA 01,CENTRO,29300000.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007930,ME,N,36408656793000,AV JOAO BONADIMAN,254,,SAO FRANCISCO,29145502.0,CARIACICA,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00007931,ME,,36408656793100,AV JOSE FERREIRA FERRO,707,LOJA,PRAIA DO MORRO,29216080.0,GUARAPARI,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007932,ME,,36408656793200,RUA PRINCIPAL,SN,INTERIOR,JUNCADO,29927000.0,SOORETAMA,Fabricação de produtos de padaria e confeitaria com predominância de produção própria
NAME00007933,ME,,36408656793300,RUA ELESBAO LINHARES,52,,PRAIA DO CANTO,29055220.0,VITÓRIA,COMÉRCIO ATACADISTA DE SORVETES
NAME00007934,ME,N,36408656793400,ROD. OTHOVARINO DUARTE SANTOS,829,C,GURIRI SUL,29945690.0,SÃO MATEUS,COMÉRCIO VAREJISTA DE MADEIRA E ARTEFATOS
NAME00007935,ME,,36408656793500,RUA PAULO SOARES,1,,CORONEL BORGES,29306030.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007936,ME,,36408656793600,AV BRIGADEIRO EDUARDO GOMES,S/N,CANTEIRO OBRA CEMSA - CST,CARAPINA,29160972.0,SERRA,OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO NÃO ESPECIFICADAS ANTERIORMENTE
NAME00007937,ME,,36408656793700,RUA ELOI FERREIRA DA SILVA,S/N,TERREO,PADRE GABRIEL,29141849.0,CARIACICA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00007938,ME,,36408656793800,RUA FRITZ VON LUTZOW,115,,CENTRO,29730000.0,BAIXO GUANDU,"CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFECCIONADAS SOB MEDIDA"
NAME00007939,ME,,36408656793900,RUA ISRAEL CUSTODIO DE SOUZA,S/N,,BOM DESTINO,29820000.0,ÁGUA DOCE DO NORTE,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00007940,ME,N,36408656794000,RUA MACHADO DE ASSIS,300,APT 102,SANTO ANDREZINHO,29360000.0,CASTELO,OUTRAS ATIVIDADES DE PUBLICIDADE NÃO ESPECIFICADAS ANTERIORMENTE
NAME00007941,ME,,36408656794100,AVENIDA JONES DOS SANTOS NEVES,1312,,IRMAOS FERNANDES,29800000.0,BARRA DE SÃO FRANCISCO,COMÉRCIO A VAREJO DE MOTOCICLETAS E MOTONETAS USADAS
NAME00007942,ME,,36408656794200,AVENIDA HENRIQUE MOSCOSO,717,BOX 04,CENTRO,29100021.0,VILA VELHA,Atividades do Operador Portuário
NAME00007943,ME,,36408656794300,RUA JUIZ DE FORA,4,QUADRA 14 LOJA 01,MARCILIO DE NORONHA,29135000.0,VIANA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00007944,ME,,36408656794400,AV PRESIDENTE TANCREDO NEVES,S/N,FONE-5451163 C,NITEROI,29390000.0,IÚNA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007945,ME,N,36408656794500,RUA VINCENZO TEDESCO,9, A 15  B,JARDIM ITAPEMIRIM,29315717.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
NAME00007946,ME,,36408656794600,AV MINISTRO ARARIPE,S/N,,CENTRO,29360000.0,CASTELO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007947,EPP,N,36408656794700,AV JOSE MARIA VIVACQUA SANTOS,400,SHOPPING NORTE SUL; LOJA 132/133,JARDIM CAMBURI,29092910.0,VITÓRIA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00007948,ME,,36408656794800,RUA PEDRO PALACIOS,104,SALA 102,CENTRO,29015160.0,VITÓRIA,SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL
NAME00007949,ME,,36408656794900,TRAVESSA AUGUSTO SCHWAMBACH,87,,CENTRO,29260000.0,DOMINGOS MARTINS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00007950,ME,,36408656795000,RUA ROSA DE OURO,536,FRENTE - FONE 2391867 C,NOVO MEXICO,29104010.0,VILA VELHA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00007951,EPP,,36408656795100,RUA TIRADENTES 344 FONE - 7581143,344,,CENTRO,29770000.0,MANTENÓPOLIS,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES
NAME00007952,ME,,36408656795200,AVENIDA SANTA LEOPOLDINA,2711,LOJA 08,PRAIA DE ITAPARICA,29102040.0,VILA VELHA,"SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO"
